"724","Deepinder+Bajwa+%28Western+Washington+University+++++Professor%2Cemail"
"722","Abbas+Jamalipour++University+of+Sydney.Australia+++++Professor%2Cemail"
"722","product+line"
"722","learning+management+system"
"722","bm3d"
"721","an+introduction+to+multi-agent+systems"
"721","dynamics+of+nonholonomic+systems"
"720","image+processing+smooth"
"719","access+learning+2003"
"719","network+security"
"717","%22cloud+computing%22"
"716","crawler"
"716","educational+games"
"716","translation"
"715","uncertainity+image+glacier"
"714","casual+wear+display."
"710","REINHART,ROGOFF++A+MODERN+HISTORY+OF+EXCHANGE+RATE+REGIMES+PDF"
"709","distributed+system"
"709","glusterfs+stripe"
"709","supply+chain+management"
"709","wireless+network"
"709","document+clustering"
"706","open+source"
"705","naive+bayes"
"705","context"
"705","+A+new+method+for+solving+hard+satisfiability+problems"
"705","jazz"
"704","acidity+aerosol+day+night"
"703","web+usage+mining"
"703","image"
"703","music+recommendation"
"702","new+words+in+reading"
"702","case+based+reasoning"
"702","credit+default+swap"
"702","LIU+Sixin++fusarium+head+blight"
"700","uwb+radar+sweep+range"
"699","direct+marketing"
"698","deadjective"
"698","behavioral+finance"
"698","cloud+computering"
"697","shape+context+and+chamfer+matching+in+cluttered+scenes"
"697","clock+tree+synthesis+pdf+cadence"
"697","latent+dirichlet+allocation"
"697","distributed+computing"
"697","gait+recognition"
"696","Efficient+Admission+Control+and+Routing+for+Resilient"
"695","kerberos"
"694","Rethinking+the+Process+of+Operational+Research+and+System+Analysis"
"694","viola+jones"
"693","managerial+decision+making"
"693","Evolutionary+dynamics+and+extensive+form+games"
"692","foreign+ownership+and+firm+performance"
"692","distributed+systems"
"692","mean+shift+tracking"
"692","location+privacy"
"692","Ontology-based+personalized+search+and+browsing"
"692","Protein-ligand+Docking:+A+Review+of+Recent+Advances+and+Future+Perspectives"
"692","teaching+methods"
"691","open+problem+in+number+theory"
"691","just+in+time"
"691","web+crawler"
"691","Mesh+Parameterization%3A+Theory+and+Practice"
"689","Managing+P2P+services+via+the+IMS+in+proceedings+of+integrated+network+management"
"688","Process+calculus"
"688","TRAFFIC+VIDEO+OBJECT+DETECTION"
"688","Finite+Element+Calculation+of+Wave+Propagation+and+Excitation+in+Periodic+Piezoelectric+Systems"
"687","middleware"
"687","digital+forensics"
"686","private+equity"
"686","duplication+method+on+data+encryption+system"
"685","social+networking+privacy"
"685","Robust+and+flexible+scheduling+with+evolutionary+computation"
"684","watermark+robust"
"684","UCGE+Reports"
"684","employee+engagement"
"683","human+resource+development"
"683","BDD+Hash+Table"
"682","cpn+verification"
"682","business+process+reengineering"
"682","social+networks"
"682","email"
"681","zhongzhi+bai"
"681","sql+server"
"680","web+service"
"680","tcp%2Fip+Overview"
"680","text+to+speech"
"679","kenneth+Arrow+Equity%2C+Discounting%2C+and+Economic+Efficiency"
"679","books"
"679","Dale+P.+Bentz++x-ray"
"678","ipv6"
"678","corporate+governance"
"678","cylindrical+surface+ray+tracing"
"678","On+the+importance+of+checking+cryptographic+protocols+for+faults"
"678","semi-supervised+learning"
"678","functional+notional+syllabus+powerpoint"
"677","content+based+image+retrieval"
"676","ebay"
"676","Public+Administration+in+a+Time+of+Revolution"
"676","Wireless+Sensor+Networks"
"675","software"
"674","support+vector+regression"
"674","liquidity"
"674","ANSYS+Optimization+Using+iSight"
"673","Lower+bound+estimates+of+the+first+eigenvalue+for+compact+manifolds+with+positive+Ricci+curvature"
"672","mobile+ad+hoc+networks"
"672","social+capital"
"671","inpainting"
"671","High-Dimensional+Random"
"671","captcha"
"671","Real-time+Tracking+via+On-line+Boosting"
"670","mobile+advertising"
"670","enterprise+resource+planning"
"669","ad+hoc+networks"
"669","inattentional+blindness"
"669","Wall+Eisenstadt+Ager+Laneman+1999"
"669","Error+and+Uncertainty+in+Modeling+and+Simulation"
"667","mobile+augmented+reality"
"667","SLEUTH+CA"
"666","Seismic+attributes+revisited"
"666","definition+of+intelligence"
"665","SPIHT+for+Generalized+Multiple+Description+Coding"
"665","Wall%2C+V.+M.%3B+Eisenstadt+Ager+Laneman+Platinum+Met.+Rev.+1999"
"664","game+theory"
"664","Fiscal+Transparency+"
"664","c4.5+algorithm"
"664","Programmable+Logic+Controller"
"663","Illumination-robust+variational+optical+flow+with+photometric+invariants"
"662","Tzanetakis%EF%BC%8CAutomatic+musical+genre+classification+of+audio+signals"
"660","actionscript"
"660","robotics"
"659","collision+detection"
"659","P2P"
"659","dynamic+adaptation+for+deforming+tetrahedral+meshes"
"659","activity+theory"
"658","video+streaming"
"658","wlan"
"657","dynamics+and+control+of+morphing+aircraft"
"657","license+plate+recognition"
"656","shape+from+shading"
"656","capability+maturity+model"
"656","fourth+order+parabolic+equation"
"656","aircraft+design"
"655","information+quality"
"655","face+detection+technique"
"654","Social+environment+dimensions"
"654","transactional+memory"
"653","disease+ontology"
"652","Csharp++management++"
"652","Wireless+Sensor+Network"
"652","%22Modeling+the+role+of+salience+in+the+allocation+of%22"
"652","accident+law"
"652","Fast%20Discrete%20Curvelet%20Transform"
"652","vessel+feature+point+extraction"
"651","data+integration"
"651","sift"
"650","Cooperation+diversity+in+wireless+networks%3A+efficient+protocols+and+outage+behavior"
"650","Application+of+the+CARA+HRA+tool+to+Air+Traffic+Management+safety"
"650","gis"
"649","VoIP"
"648","Semi-Supervised+Dimensionality+Reduction"
"648","level+set"
"648","facial+expression+recognition"
"647","Anthony+Venables"
"646","query+expansion"
"646","media+violence+and+children"
"646","hot+spring"
"645","prefetching"
"644","Collision+and+self-collision+handling+in+cloth+model+dedicated+to+design+garment"
"643","tracking"
"643","medical+image+processing"
"643","online+auction"
"643","natural-sounding+speech+synthesis+using+variable-length+units"
"643","OpenGL%EF%BC%8Claser+scanning%EF%BC%8C+MFC"
"642","Customer+Relationship+Management"
"642","Samples+selection+in+semi-+supervised+classification++"
"641","rebranding"
"641","learning+environment"
"641","human+computer+interaction"
"640","mixed+finite+element+methods+on+rectangular+domains"
"639","tomography+transform+Radon+integral+geometry+discrete+reconstruction+correct+regularization"
"638","wsn"
"638","marketing"
"638","internet+censorship"
"637","ridgelet"
"635","k+means+clustering"
"635","emergency+management"
"635","+the+Evaluation+Method+of+Entropy+"
"635","deep+learning"
"633","open+innovation"
"633","Seamus+D+Garvey"
"633","powering+wireless+sensors+"
"633","an+information-theoretic+approach+to+automatic+query+expansion"
"633","sky-wave+OTHR++++RCS"
"632","social+network+sites"
"630","Image+deblurring+with"
"629","Page+design"
"628","Fraud+Identification+In+Electricity+Company+Customers+Using"
"627","Economics+of+Crime"
"627","flickr"
"627","can+we+trust+trust"
"627","participatory+design"
"626","adaptive+algorithms+and+stochastic+approximation"
"626","MUSICAL+GENRE+CLASSIFICATION+USING+SUPPORT+VECTOR+MACHINES"
"626","microgrid"
"626","Latifur+Khan+image+annotation"
"626","%E5%9C%A8%E6%A0%87%E9%A2%98:+connecting+Rod+-lightweight"
"626","alternative+energy+sources"
"624","watermarking"
"624","The+Gaussian+sampling+strategy+for+probabilistic+roadmap+planners"
"622","privacy"
